Title,Address,Latitude,Longitude,Phone,Website,Email,volunteer-email,volunteer-website,volunteer-phone,Notes,Category,PlaceID,Source,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Image
Give Them To Eat- Iglesia Evangelica Espanol,"800 E 156th St, Bronx, NY 10455, USA",40.8175255,-73.9043377,(718) 993-1260,http://www.iglesiaespanoladelbronx.org/,,,,,"Food Pantry Hours of Operation:
Thursday 2:00 pm - 4:00 pm
Soup Kitchen Hours of Operation:
Friday 11:00 am - 2:00 pm",Food bank,ChIJF7Ase7H1wokRU7UHVzQ9MO4,FF,,,,,,,,
Corner Food Pantry,"80 Sharon Rd, Lakeville, CT 06039, USA",41.9601402,-73.4371461,(860) 435-9886,https://thecornerfoodpantry.org/,contact@thecornerfoodpantry.org,,,,"FOOD DISTRIBUTION HOURS:
- Friday: 3:00 PM to 4:30 PM
- Saturday: 9:00 AM to 10:00 AM
HOURS OF OPERATION:
- Monday: Closed
- Tuesday: Closed
- Wednesday: Closed
- Thursday: Closed
- Friday: 3:00 PM to 4:30 PM
- Saturday: 9:00 AM to 10:00 AM
- Sunday: Closed",Food bank,ChIJKRqE4COA54kRfYPQB6Iadps,FF,,,,,,,,
Holy Rosay Church,"80 Jerome Ave, Staten Island, NY 10305, USA",40.5952918,-74.0760463,(718) 727-3360,http://www.hrosarychurch.com/,,,,,"Service area: 10305 postcode
Hours of operation:
Monday to Friday
9:30 am - 1:00 pm
2:00 pm - 2:30 pm
For more information, please call.",Food bank,ChIJH1yy4x1PwokRGnzhDf4qi8s,FF,,,,,,,,
Matthew 25 Food Pantry,"8 Union St, Catskill, NY 12414, USA",42.221395,-73.8673361,(518) 943-5890,http://www.m25foodpantry.com/,pattid86@verizon.net,,,,"At Matthew 25 Food Pantry, we provide our community with an efficient and well-organized method of addressing emergency food assistance for those who require it. Our hours of operation are as follows:
- Sunday: 1:00 PM to 3:00 PM
- Wednesday: 6:00 PM to 8:00 PM
- Tuesday and Thursday: 4:00 PM to 6:00 PM
For further details, please contact us by phone.",Food bank,ChIJXbZhbqC93YkR8a8Hgcgj9Ys,FF,,,,,,,,
Wednesday Lunch at First Reformed Church Schenectady,"8 N Church St, Schenectady, NY 12305, USA",42.8170234,-73.9469579,(518) 377-2201,https://www.facebook.com/1stReformedSchenectady/,1streformed@gmail.com,,,,"Community Meal
Every Wednesday from 11:30 am to 12:30 pm, we provide a community meal. Our meals are typically homemade, and we always have vegetarian options available. While we accept a donation of 2 US dollars, it is not required.",Food bank,ChIJnxkbww9u3okRY1F540Y1OIo,FF,,,,,,,,
Braman Hall Food Pantry - Duanesburg Florida Baptist Church,"7967 NY-30, Delanson, NY 12053, USA",42.8087678,-74.2157773,(518) 956-1758,https://www.facebook.com/Duanesburg-Florida-Baptist-Church-102820288032553/,duanesburgfloridabaptistchurch@outlook.com,,,,"Food Pantry Hours of Operation:
- Wednesday: 5:00 PM - 7:00 PM
- Thursday: 1:00 PM - 3:00 PM
For more information, please call.
Note: The food pantry is closed on Mondays, Tuesdays, Fridays, Saturdays, and Sundays.",Food bank,ChIJAx51TX593okRk3j2SotMUkc,FF,,,,,,,,
Humboldt Parkway Baptist Church,"790 Humboldt Pkwy, Buffalo, NY 14211, USA",42.9136285,-78.8429548,(716) 896-4363,,hpbcone@verizon.net,,,,"Phone: (716) 896-4363
Email: hpbcone@verizon.net
For more information, please contact them directly.",Food bank,ChIJbwprEJwS04kR4QOB_TDEdbk,FF,,,,,,,,
Community Action Of Greene County,"7856 Rte 9W, Catskill, NY 12414, USA",42.2294556,-73.8695805,(518) 943-9205,https://www.facebook.com/cagc2012,info@cagcny.org,,,,"FOOD DISTRIBUTION HOURS:
- Monday, Thursday & Friday: 2:00 PM to 4:00 PM
- Those requesting service will receive a three-day supply of food and will be asked to complete an intake and brief interview.
HOURS OF OPERATION:
- Monday: 2:00 PM - 4:00 PM
- Tuesday: Closed
- Wednesday: Closed
- Thursday: 2:00 PM - 4:00 PM
- Friday: 2:00 PM - 4:00 PM
- Saturday: Closed
- Sunday: Closed",Food bank,ChIJ82hBPqO93YkRS6uQvAtG1a0,FF,,,,,,,,
Fabius-pompey Outreach,"7786 Main St, Fabius, NY 13063, USA",42.8345633,-75.9879282,(315) 677-3590,https://www.facebook.com/fpoutreach,fabiuspompeyoutreach@gmail.com,,,,"FOOD DISTRIBUTION HOURS:
Every other Thursday from 3:00 pm - 6:00 pm
MISSION STATEMENT:
The Fabius-Pompey Outreach is a non-profit, ecumenical organization dedicated to assisting families and individuals within the Fabius-Pompey School District.
*From the Fabius-Pompey Outreach website.",Food bank,ChIJ0_9ykQsk2okR_fGzxKhX830,FF,,,,,,,,
St. Lukes Episcopal Church - Bronx,"777 E 222nd St, Bronx, NY 10467, USA",40.8850763,-73.8589681,(718) 882-3060,https://www.facebook.com/St-Lukes-Episcopal-Church-Bronx-103028831365258,St.lukeschurch@optimum.net,,,,"Services:
- Soup kitchen
- Food pantry
Soup kitchen opening hours:
- Monday - Friday
- 11:30 am - 1:00 pm
Food pantry opening hours:
- Wednesday
- 9:00 am - 11:00 am",Food bank,ChIJJ_X-UzvzwokRx85SC34T7tU,FF,,,,,,,,
Richmond Senior Services,"774 Castleton Ave, Staten Island, NY 10310, USA",40.6345775,-74.1084043,(718) 816-1811,,,,,,"Phone: (718) 816-1811
Food Pantry Hours of Operation:
Tuesday: 10:00 am - 2:00 pm for Seniors
Thursday: 10:00 am - 2:00 pm for Families
For more information, please call them.",Food bank,ChIJZQZZMhNOwokRPVVbGz8C8CM,FF,,,,,,,,
Chatham Area Silent Food Pantry,"77 Main St, Chatham, NY 12037, USA",42.3635956,-73.5947919,(518) 392-7794,http://www.chathamsilentpantry.org/,chathamsilentpantry@gmail.com,,,,"Hours of Operation:
- Monday and Tuesday: 10:00 a.m. - 12:00 p.m.
- Wednesday: 4:00 p.m. - 6:00 p.m.
- Thursday: 4:00 p.m. - 6:00 p.m. (use back door after 4:00 p.m.)
- Friday: 10:00 a.m. - 12:00 p.m.
The Chatham Area Silent Food Pantry is a tax-exempt 501(c)3 organization that provides food to those in need. They are a welcoming and friendly place where all visits are kept confidential. Their sole mission is to feed the hungry, primarily those living in the Chatham Central School District, although they do not turn away people from outside the district.
Donations:
All of their activities are fully funded by community donations, whether in the form of money or food. Donated funds are used exclusively for the purchase of food and small administrative items. No staff member is paid; all efforts are voluntary. They accept volunteers, as well as donations of food and money.
For further information, please call.",Food bank,ChIJKcuAANDz3YkR7yh1vPsAfTw,FF,,,,,,,,
Oue Lady of Victory - St Vincent Depaul Society,"767 Ridge Rd, Lackawanna, NY 14218, USA",42.8254316,-78.8230972,(716) 828-9444,https://www.facebook.com/OLVBasilica/,olvrectory@ourladyofvictory.org,,,,"For more information, please call them.",Food bank,ChIJd0nQ2DMO04kR4wdt5xIy9Cg,FF,,,,,,,,
Transfiguration Lutheran Church,"763 Prospect Ave, Bronx, NY 10455, USA",40.8176109,-73.902776,(718) 378-3588,,,,,,"Monday
2:00 p.m. - 4:00 p.m.
Please call for further information.",Food bank,ChIJq7hbiLH1wokR5bH1m7U44lU,FF,,,,,,,,
DeWitt Food Pantry,"76 Caton Dr, Syracuse, NY 13214, USA",43.051754,-76.0860898,(315) 729-7424,http://www.dewittfoodpantry.org/,tmsimizo@hotmail.com,,,,"Hours of Operation:
- Wednesday: 1:00 PM - 4:00 PM
- Saturday: 10:00 AM - 1:00 PM",Food bank,ChIJRRDP0Srz2YkR_kXgSB4NN08,FF,,,,,,,,
Imani House Inc.,"76 A 5th Ave, Brooklyn, NY 11217, USA",40.6806862,-73.9778032,(718) 638-2059,http://www.imanihouse.org/,imani@imanihouse.org,,,,"Hours of Operation:
Every first and fourth Wednesday of the month
9:30 a.m. - 11:30 a.m.
For further information, please call.",Food bank,ChIJlW50BaxbwokRyQR9vVYklkc,FF,,,,,,,,
New Covenant Church,"757 Bellmore Ave, East Meadow, NY 11554, USA",40.701212,-73.56192,(516) 489-1600,https://www.facebook.com/newcovenantchurchli/,pastorrobncc@gmail.com,,,,"Food Pantry Services Available
Hours of Operation: As Requested
For further details, kindly contact them.",Food bank,ChIJh9qCUNZ9wokRPlAhmDVE75M,FF,,,,,,,,
Loaves And Fishes Southern Tier Fp,"753 Prospect Ave, Olean, NY 14760, USA",42.0855558,-78.4134153,(716) 373-6800,,,,,,"Schedule:
Monday, Wednesday, Friday
9:00 a.m. - 1:00 p.m.
For additional details, kindly contact us via phone.",Food bank,ChIJFzFhpaZx0okRXFh5tOI0J_c,FF,,,,,,,,
South Road Tabernacle Outreach,"753 Lexington Ave, Brooklyn, NY 11221, USA",40.6901469,-73.9312289,(718) 452-2626,,,,,,"Every Friday, from 4:00 p.m. to 6:00 p.m. For further information, please call.",Food bank,ChIJPX7WbQtcwokRTdKM6c4ZhQk,FF,,,,,,,,
Catholic Charities of Buffalo - Lackawanna Pantry,"75 Caldwell Pl, Lackawanna, NY 14218, USA",42.8246412,-78.8314576,(716) 824-4760,http://www.facebook.com/ccbuffalo,info@ccwny.org,,,,"For additional information, please call 716-218-1450 ext. 205. The Lackawanna Food Pantry, located at 75 Caldwell Place, offers services that are currently unavailable at the South Buffalo Food Pantry due to ongoing renovations.",Food bank,ChIJ_a78aCwO04kRHHusmxX7Ufk,FF,,,,,,,,
House Of David Food Program,"747 Hendrix St, Brooklyn, NY 11207, USA",40.6631454,-73.8863237,(718) 649-5982,,,,,,"Phone: (718) 649-5982
Hours of operation:
- Wednesday: 12:00 PM to 1:30 PM
- Every other Saturday: 11:00 AM to 12:00 PM
For more information, please call.",Food bank,ChIJd0daiapdwokRoCU6whtykt8,FF,,,,,,,,
United Way Of Buffalo And Erie County,"742 Delaware Ave, Buffalo, NY 14209, USA",42.9044007,-78.8730548,(716) 887-2626,http://www.uwbec.org/,cthrall@uwbec.org,,,,"Mission Statement:
The United Way of Buffalo and Erie County is committed to collaborating with others to create a more resilient community. We achieve this by developing resources that effectively address human service needs through prevention and intervention programs.",Food bank,ChIJ86uvO_gS04kRZsolhUq258I,FF,,,,,,,,
Pendleton Food Pantry,"7416 Campbell Blvd, North Tonawanda, NY 14120, USA",43.0702535,-78.7713997,(716) 692-1478,,pendleton.food.pantry@gmail.com,,,,"Phone: (716) 692-1478
Email: pendleton.food.pantry@gmail.com
Serves: Central School District
Hours of Operation: Thursday 9:00 am - 12:00 pm
For more information, please call the pantry.",Food bank,ChIJL1Uw4pVw04kRn1ZwfxDIIiI,FF,,,,,,,,
Suffolk Y Jewish Community Center Food Pantry,"74 Hauppauge Rd, Commack, NY 11725, USA",40.8291175,-73.3033421,(631) 462-9800,http://www.syjcc.org/,Info@syjcc.org,,,,"Services offered include temporary food assistance, personal care items, and informational resources. To schedule an appointment, please contact them.",Food bank,ChIJNyn9Krkv6IkRYlXWAN2SlBc,FF,,,,,,,,
Calvary Delivery Christian Assembly,"737 Concourse Village W #739, Bronx, NY 10451, USA",40.8224922,-73.9239995,(347) 658-4459,http://calvarydeliverance.org/,info@cdcaministries.org,,,,"Hours of Operation:
Once a month. Please call for the date.",Food bank,ChIJSxHwiM31wokRunFXu348a_Q,FF,,,,,,,,
East 233rd Street Senior Center,"732 E 233rd St, Bronx, NY 10466, USA",40.8928015,-73.8561263,(718) 653-2326,,e233rdstseniors@aol.com,,,,"Phone: (718) 653-2326
Email: e233rdstseniors@aol.com
The East 233rd Street Senior Center serves a light breakfast and a full lunch.
Hours of operation:
Monday, Wednesday and Thursday
9:30 am - 1:30 pm
For more information, please call them.",Food bank,ChIJv1jrrifzwokRAMSQOQVVY2U,FF,,,,,,,,
St Vincent Depaul St Francis,"73 Adam St, Tonawanda, NY 14150, USA",43.0187907,-78.8814544,(716) 693-6247,http://www.stfrancistonawanda.org/,outreach@stfrancistonawanda.org,,,,"Hours of Operation:
- Wednesday: 9:30 AM to 12:00 PM
- Thursday: 6:30 PM to 8:00 PM
For more information, please call them.",Food bank,ChIJU_y5YtVt04kR24h-SGIF9gY,FF,,,,,,,,
Tri Community Food Pantry,"722 Terrace Blvd, Depew, NY 14043, USA",42.9041897,-78.6870622,(716) 289-1370,http://tri-communityfood.org/,info@tri-communityfood.org,,,,"Founded in 2003, Tri-Community Food Pantry serves the Depew-Lancaster area of Western New York with supplemental food distribution. They provide a range of services to over 250 families, offering about 5000 meals per person per month. As a non-profit 501(c)3 corporation, they accept both food and tax-deductible monetary donations at any time. Their hours of operation are as follows: Tuesday from 12:00 pm to 4:00 pm and Saturday from 9:00 am to 12:00 pm.",Food bank,ChIJzYwLbsIK04kRB0MOVlgrgVk,FF,,,,,,,,
Fellowship Covenant Church,"720 Castle Hill Ave, Bronx, NY 10473, USA",40.8217394,-73.8482914,(718) 829-2116,http://fellowshipcovenant.church/,,,,,"Hours of Operation:
Wednesday: 10:00 AM - 11:30 AM
For more information, please call on Tuesday to leave your name for pick-up on Wednesday.",Food bank,ChIJo5oie9H0wokRu5ZsSAnXZEA,FF,,,,,,,,
Ithaca Rescue Mission,"717 W Court St, Ithaca, NY 14850, USA",42.4421034,-76.5096887,(607) 273-6684,https://www.facebook.com/therescuemission,info@rmsyr.org,,,,"Food Pantry Hours of Operation:
Monday: 2:00 PM - 4:00 PM
Tuesday - Friday: 9:00 AM - 11:00 AM; 2:00 PM - 4:00 PM
Mission Statement: Share hope, end hunger and homelessness, change lives and strengthen communities one person at a time.
*From the Ithaca Rescue Mission website
Hours of Operation:
Monday: 2:00 PM - 4:00 PM
Tuesday: 9:00 AM - 11:00 AM; 2:00 PM - 4:00 PM
Wednesday: 9:00 AM - 11:00 AM; 2:00 PM - 4:00 PM
Thursday: 9:00 AM - 11:00 AM; 2:00 PM - 4:00 PM
Friday: 9:00 AM - 11:00 AM; 2:00 PM - 4:00 PM
Saturday: Closed
Sunday: Closed",Food bank,ChIJqdKZv3CB0IkRDKVKwztCD0M,FF,,,,,,,,
Northeast Community Center,"716 Hawley Ave, Syracuse, NY 13203, USA",43.0547644,-76.1324483,(315) 472-6343,,,,,,"Our current hours of operation are as follows:
- Monday, Wednesday, and Friday: 11:00 AM to 3:00 PM
- Tuesday and Thursday: Closed.",Food bank,ChIJs7iuAarz2YkRSPXVAUN7T-g,FF,,,,,,,,
"Iyaho Social Services, INC","71 N Franklin St, Hempstead, NY 11550, USA",40.7081974,-73.6273689,(516) 280-5930,http://www.iyaho.org/,,,,,"Food Pantry Hours:
Monday - Friday: 9:00am - 6:00pm
Occasional Saturday at 9:00am
For more information, please call.",Food bank,ChIJ_-9bJh99wokRqyjqHfdjGno,FF,,,,,,,,
East New York Church Of God of Prophecy,"71 Malta St, Brooklyn, NY 11207, USA",40.6590539,-73.89499,(718) 649-5533,http://www.cogop.org/,,,,,"Food Pantry and Soup Kitchen
Hours of Operation:
- Tuesday: 5:00 pm - 7:00 pm (Seniors at 4:30 pm)
- Tickets are given at 4:00 pm
Green Market Sidewalk
- October 29 - December 10
- 12:00 pm - 2:00 pm
Requirements:
- ID for proof of seniors and disability
- Bring your own bag
For more information, please call.",Food bank,ChIJuyP4UvlcwokRVxcpEv0CApY,FF,,,,,,,,
Brocton-Portland Food Pantry,"7081 US-20, Westfield, NY 14787, USA",42.352553,-79.5193743,(716) 326-2492,https://www.facebook.com/Brocton-FOOD-Pantry-106282150741709/,,,,,"Monday: Closed
Tuesday: 1:00 PM - 4:00 PM
Wednesday: 4:30 PM - 6:30 PM
Thursday: 1:00 PM - 4:00 PM
Friday: Closed
Saturday: Closed
Sunday: Closed",Food bank,ChIJtYugR1JILYgRTIXys0nUkkA,FF,,,,,,,,
Food Bank of Central New York,"7066 Interstate Island Rd, Syracuse, NY 13209, USA",43.1104479,-76.2758695,(315) 437-1899,http://www.facebook.com/foodbankcny,blare@foodbankcny.org,,,,The Food Bank Central New York distributes food to 476 member agencies and programs in eleven counties.,Food bank,ChIJB0p_5Kv62YkRy_MgtvN43qw,FF,,,,,,,,
Little Valley Wesleyan Church,"704 Erie St, Little Valley, NY 14755, USA",42.2540555,-78.810611,(716) 225-4606,https://littlevalleywesleyan.org/,kylecathigross@yahoo.com,,,,"Blessing Box: Mini Outdoor Food and Pantry Supply
Location: In front of the building on the right
For more information, please call.",Food bank,ChIJSzfnOcGN0okRWUO17KdX2K4,FF,,,,,,,,
Salvation Army - Dunkirk,"704 Central Ave, Dunkirk, NY 14048, USA",42.4775458,-79.3323412,(716) 366-3701,https://empire.salvationarmy.org/EmpireNY/Dunkirk,samantha.lockard@use.salvationarmy.org,,,,"Salvation Army - Dunkirk serves Northern Chautauqua County. Their hours of operation are as follows:
- Monday, Wednesday, Thursday, and Friday: 9:00 AM to 2:00 PM
- Tuesday: 9:00 AM to 5:00 PM
For more information, please call them.",Food bank,ChIJ16_ShlbM0okR3a6NjyDPNBo,FF,,,,,,,,
Salvation Army - Niagara Falls,"7018 Buffalo Ave, Niagara Falls, NY 14304, USA",43.0743929,-78.9831592,(716) 283-7697,https://www.instagram.com/salvationarmyniagarafalls/,Delia.Carroll@use.salvationarmy.org,,,,"Services:
- Offers a food pantry.
Pantry Opening Hours:
- Monday - Friday
- 9:00 a.m. - 4:00 p.m.
Please call for more information.",Food bank,ChIJBYnIUlBo04kRpmJedu0Qa1E,FF,,,,,,,,
CAO Food Pantry,"70 Harvard Pl, Buffalo, NY 14209, USA",42.9193854,-78.8633005,(716) 332-4554,http://www.caoec.org/,gclark@caoec.org,,,,"CAO provides a food pantry. For more information, please call them.",Food bank,ChIJDXIa8uoS04kRVimhlIAmjoE,FF,,,,,,,,
The Anchor Food Pantry,"70 Green Ave, Schodack, NY 12033, USA",42.5282759,-73.7491877,518-732-5120,,theanchorfoodpantry@verizon.net,,,,"Phone: 518-732-5120
Email: theanchorfoodpantry@verizon.net
Hours of operation: Tuesday from 9:00 AM to 3:00 PM
For more information, please call the pantry.",Food bank,ChIJDXlFwJ_m3YkRQ_XrzGl3DHY,FF,,,,,,,,
New Ground,"70 Acorn Ln, Levittown, NY 11756, USA",40.7182366,-73.5039628,(516) 564-4764,https://www.facebook.com/NewGroundInc,info@newground.org,,,,"Pantry Opening Hours:
Monday - Friday: 9:00 a.m. to 5:00 p.m.
For further information, please call.
Hours of Operation:
Monday: 9:00 AM - 5:00 PM
Tuesday: 9:00 AM - 5:00 PM
Wednesday: 9:00 AM - 5:00 PM
Thursday: 9:00 AM - 5:00 PM
Friday: 9:00 AM - 5:00 PM
Saturday: Closed
Sunday: Closed",Food bank,ChIJ5wEfB9F_wokRGjWAEJmSVlA,FF,,,,,,,,
